/Foods_Needing_Condiments_Row/cond_1_code,/Foods_Needing_Condiments_Row/cond_1_name,/Foods_Needing_Condiments_Row/cond_2_code,/Foods_Needing_Condiments_Row/cond_2_name,/Foods_Needing_Condiments_Row/cond_3_code,/Foods_Needing_Condiments_Row/cond_3_name,/Foods_Needing_Condiments_Row/cond_4_code,/Foods_Needing_Condiments_Row/cond_4_name,/Foods_Needing_Condiments_Row/cond_5_code,/Foods_Needing_Condiments_Row/cond_5_name,/Foods_Needing_Condiments_Row/display_name,/Foods_Needing_Condiments_Row/Survey_Food_Code
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),granola,57228000
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),lowfat granola,57229000
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),grape-nuts cereal,57230000
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),HONEY BUNCHES OF OATS CEREAL,57237100
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),Honeycomb cereal,57238000
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),HONEY NUT CHEERIOS,57241000
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),HONEY SMACKS CEREAL,57243000
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),"KASHI, PUFFED",57301500
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),KIX CEREAL,57303100
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),LIFE CEREAL (PLAIN & CINNAMON),57304100
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),LUCKY CHARMS CEREAL,57305100
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),RAISIN BRAN CEREAL,57330000
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),RICE CHEX CEREAL,57336000
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),RICE KRISPIES CEREAL,57339000
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),SPECIAL K CEREAL,57344000
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),CORN POPS CEREAL,57347000
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),FROSTED FLAKES,57349000
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),TOTAL CEREAL,57406100
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),TRIX CEREAL,57407100
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),SHREDDED WHEAT,57417000
11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),11320000,"Soymilk, plain (calcium fortified)",91101010,White sugar (granulated or lump),WHEATIES CEREAL,57418000
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Beef and bean burrito,58100110
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Beef and cheese burrito (no beans),58100130
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,"Beef, bean, and cheese burrito",58100140
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Bean burrito,58100310
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Bean and cheese burrito,58100320
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Beef and cheese enchilada,58100530
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Chicken enchilada,58100600
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Bean enchilada,58100710
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Cheese enchilada,58100800
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Beef taco with cheese and lettuce,58101300
12310100,Sour cream,63409010,Guacamole,,,,,,,"Beef taco (cheese, lettuce, tomato, salsa)",58101320
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Beef soft taco,58101400
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Chicken soft taco,58101450
12310100,Sour cream,63409010,Guacamole,,,,,,,"Bean taco (cheese, lettuce, tomato, salsa)",58101720
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,"Taco salad with beef, cheese, corn chips",58101910
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Tamale (with meat or chicken),58103110
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Cheese nachos,58104100
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Beef and bean nachos,58104180
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Chicken nachos,58104250
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Beef chimachanga,58104510
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Chicken chimichanga,58104530
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Cheese quesadilla,58104710
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Meat and cheese quesadilla,58104730
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Taquitoes,58104810
12310100,Sour cream,74402100,Salsa,,,,,,,Chicken fajitas with veggies & guacamole,58105000
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,,,,,Beef fajitas with veggies,58105050
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,14104010,"Cheese (cheddar, Swiss, etc.)",14109030,"Lowfat cheese (cheddar, Swiss, etc.)","Wrap sandwich (meat, vegetables, rice)",58200100
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,14104010,"Cheese (cheddar, Swiss, etc.)",14109030,"Lowfat cheese (cheddar, Swiss, etc.)","Wrap sandwich (vegetables, rice)",58200200
91101010,White sugar (granulated or lump),91102010,brown sugar,,,,,,,Grapefruit (raw),61101010
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),12310100,Sour cream,83112500,Creamy dressing (ranch),"WHITE POTATO, BAKED, PEEL NOT EATEN",71101000
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),12310100,Sour cream,83112500,Creamy dressing (ranch),"WHITE POT,BAKED,PEEL EATEN,FAT NOT ADDED IN COOKING",71101110
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),,,,,Boiled potatoes (no butter or oil added),71103010
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),,,,,Boiled potatoes (butter or oil added),71103020
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),74303000,Ketchup (catsup),,,"WHITE POTATO, ROASTED, FAT NOT ADDED",71104010
74303000,Ketchup (catsup),83107000,"Mayonnaise, regular",14420100,"Cheese spread or dip (Velveeta, Cheez Wiz)",83112500,Creamy dressing (ranch),83200100,Low-calorie salad dressing,"French fries, oven-baked",71401020
74303000,Ketchup (catsup),83107000,"Mayonnaise, regular",14420100,"Cheese spread or dip (Velveeta, Cheez Wiz)",83112500,Creamy dressing (ranch),83200100,Low-calorie salad dressing,"French fries, deep fried",71401030
74303000,Ketchup (catsup),83107000,"Mayonnaise, regular",83112500,Creamy dressing (ranch),74402100,Salsa,83200100,Low-calorie salad dressing,Home fries,71403000
74303000,Ketchup (catsup),83107000,"Mayonnaise, regular",83112500,Creamy dressing (ranch),74402100,Salsa,83200100,Low-calorie salad dressing,Hash browns,71405020
12310100,Sour cream,83112500,Creamy dressing (ranch),,,,,,,Potato skin with cheese & bacon,71411000
28500000,Chicken gravy,28500040,Beef gravy,81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),"Mashed potatoes (made with milk, no butter)",71501010
28500000,Chicken gravy,28500040,Beef gravy,81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),Mashed potatoes (made with milk and butter),71501020
28500000,Chicken gravy,28500040,Beef gravy,81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),Mashed potatoes (made with butter),71501030
74303000,Ketchup (catsup),83112500,Creamy dressing (ranch),83107000,"Mayonnaise, regular",83200100,Low-calorie salad dressing,14420100,"Cheese spread or dip (Velveeta, Cheez Wiz)",Tator tots,71505000
12310100,Sour cream,63101120,Applesauce (unsweetened),,,,,,,Potato pancake (latke),71701000
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,Cassava,71930100
83112500,Creamy dressing (ranch),83106000,Italian dressing (oil and vinegar),83200100,Low-calorie salad dressing,83101000,Blue cheese dressing,83104000,French dressing,Romaine lettuce,72116000
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),64401000,Vinegar,,,"Greens, cooked without fat",72118211
83112500,Creamy dressing (ranch),83106000,Italian dressing (oil and vinegar),83200100,Low-calorie salad dressing,83101000,Blue cheese dressing,83104000,French dressing,Raw spinach,72125100
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),64401000,Vinegar,12110100,Light cream (coffee or table cream),Spinach (no butter or oil added),72125212
83112500,Creamy dressing (ranch),83106000,Italian dressing (oil and vinegar),83200100,Low-calorie salad dressing,83101000,Blue cheese dressing,83104000,French dressing,Raw broccoli,72201100
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),14420100,"Cheese spread or dip (Velveeta, Cheez Wiz)",,,Broccoli (no butter or oil added),72201211
83112500,Creamy dressing (ranch),83106000,Italian dressing (oil and vinegar),83200100,Low-calorie salad dressing,83101000,Blue cheese dressing,83104000,French dressing,Raw carrots,73101010
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,Carrots (no butter or oil added),73102211
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,Peas and carrots,73111212
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,91102010,brown sugar,Baked winter squash,73303010
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,91102010,brown sugar,Baked sweetpotato,73403010
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,91102010,brown sugar,Mashed sweetpotato,73409000
83112500,Creamy dressing (ranch),83106000,Italian dressing (oil and vinegar),83200100,Low-calorie salad dressing,83107000,"Mayonnaise, regular",83204000,Low calorie mayonnaise,Raw cabbage,75105000
83112500,Creamy dressing (ranch),83106000,Italian dressing (oil and vinegar),83200100,Low-calorie salad dressing,83101000,Blue cheese dressing,83104000,French dressing,Raw cauliflower,75107000
83112500,Creamy dressing (ranch),83106000,Italian dressing (oil and vinegar),83200100,Low-calorie salad dressing,83101000,Blue cheese dressing,83104000,French dressing,Raw celery,75109000
83112500,Creamy dressing (ranch),83106000,Italian dressing (oil and vinegar),83200100,Low-calorie salad dressing,12310100,Sour cream,64401000,Vinegar,Cucumber,75111000
83112500,Creamy dressing (ranch),83106000,Italian dressing (oil and vinegar),83200100,Low-calorie salad dressing,83101000,Blue cheese dressing,83104000,French dressing,Lettuce,75113000
83112500,Creamy dressing (ranch),83106000,Italian dressing (oil and vinegar),83200100,Low-calorie salad dressing,83101000,Blue cheese dressing,83104000,French dressing,Mixed salad greens,75114000
83112500,Creamy dressing (ranch),83106000,Italian dressing (oil and vinegar),83200100,Low-calorie salad dressing,83101000,Blue cheese dressing,83104000,French dressing,Raw mushrooms,75115000
83112500,Creamy dressing (ranch),83106000,Italian dressing (oil and vinegar),83200100,Low-calorie salad dressing,83101000,Blue cheese dressing,83104000,French dressing,Raw sweet pepper (bell pepper),75122100
83112500,Creamy dressing (ranch),83106000,Italian dressing (oil and vinegar),83200100,Low-calorie salad dressing,83101000,Blue cheese dressing,83104000,French dressing,Tossed salad (lettuce and vegetables),75143000
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),83107000,"Mayonnaise, regular",83204000,Low calorie mayonnaise,"Artichoke, no butter or oil added",75201011
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),83107000,"Mayonnaise, regular",82101000,Vegetable oil,"Asparagus, no butter or oil added",75202011
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Green lima beans, no butter or oil added",75204011
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Green beans, no butter or oil added",75205023
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Cooked bean sprouts, no butter or oil added",75207011
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Beets, no butter or oil added",75208011
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Brussel sprouts, no butter or oil added",75209012
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,Cooked cabbage,75211020
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,14420100,"Cheese spread or dip (Velveeta, Cheez Wiz)",Cooked cauliflower,75214011
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Yellow or white corn, no butter or oil added",75216171
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Eggplant, no butter or oil added",75217010
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Cooked mushrooms, no butter or oil added",75219011
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Okra, no butter or oil added",75220011
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Cooked onions, no butter or oil added",75221011
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Blackeye peas, no fat added",75223011
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Green peas, no butter or oil added",75224021
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Cooked sweet peppers, no butter or oil added",75226010
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Sauerkraut, no fat added",75230010
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Snowpeas, no butter or oil added",75231011
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Zucchini or summer squash, no butter or oil added",75233011
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,,,"Turnip, no butter or oil added",75234011
81101000,Butter,81102020,Tub margarine,81104010,Reduced calorie spread (margarine type),82101000,Vegetable oil,14420100,"Cheese spread or dip (Velveeta, Cheez Wiz)","Mixed vegetables, no butter or oil added",75311012
83112500,Creamy dressing (ranch),83200100,Low-calorie salad dressing,,,,,,,Fried mushrooms,75414030
83112500,Creamy dressing (ranch),83200100,Low-calorie salad dressing,,,,,,,Fried okra,75414500
74303000,Ketchup (catsup),74406010,Barbeque sauce,83112500,Creamy dressing (ranch),83200100,Low-calorie salad dressing,,,Onion rings,75415020
83112500,Creamy dressing (ranch),83200100,Low-calorie salad dressing,,,,,,,Breaded fried summer squash,75418010
83112500,Creamy dressing (ranch),83200100,Low-calorie salad dressing,91361010,Sweet and sour sauce,,,,,Breaded fried vegetable sticks,75440170
91361010,Sweet and sour sauce,,,,,,,,,Vegetable tempura,75440200
12310100,Sour cream,63409010,Guacamole,74402100,Salsa,14104010,"Cheese (cheddar, Swiss, etc.)",14109030,"Lowfat cheese (cheddar, Swiss, etc.)",Wrap sandwich (vegetables only),77300000
91101010,White sugar (granulated or lump),12120100,Half & Half,12210200,Coffee Mate creamer (liquid),12210250,Coffee Mate Lite creamer (liquid),11112210,1% milk (low fat),Coffee,92101000
91101010,White sugar (granulated or lump),12140000,"Whipped cream, sweetened",,,,,,,Latte,92101900
91101010,White sugar (granulated or lump),12140000,"Whipped cream, sweetened",,,,,,,Cappuccino,92161000
91101010,White sugar (granulated or lump),11111000,Whole milk,11112210,1% milk (low fat),11113000,Fat free milk (skim),61204010,Lemon juice,Tea (unsweetened),92302000
